579;286;68;-198;-254;1;1;1;0;0;1;1;0;0;0;1;42216;0;405;0;
579;286;67;-200;-254;1;1;1;0;0;1;1;0;0;0;1;42247;0;436;0;
579;286;67;-200;-250;1;0;0;1;0;1;1;0;0;0;1;0;0;467;0;
579;286;67;-200;-230;1;0;0;1;0;1;1;0;0;0;1;0;0;498;0;
579;286;66;-200;-203;1;0;0;1;0;1;1;0;0;0;1;0;0;529;0;
579;286;65;-201;-174;1;0;0;1;0;1;1;0;0;0;1;0;0;560;0;
579;286;66;-200;-143;1;0;0;1;0;1;1;0;0;0;1;0;0;591;0;
579;286;67;-199;-112;1;0;0;1;0;1;1;0;0;0;1;0;0;622;0;
579;286;66;-195;-84;1;0;0;1;0;1;1;0;0;0;1;0;0;653;0;
579;286;65;-192;-58;1;0;0;1;0;1;1;0;0;0;1;0;0;684;0;
579;286;67;-188;-40;1;0;0;1;0;1;1;0;0;0;1;0;0;715;0;
579;286;67;-185;-33;1;0;0;1;0;1;1;0;0;0;1;0;0;746;0;
579;286;66;-180;-28;1;0;0;1;0;1;1;0;0;0;1;0;0;777;0;
579;286;65;-175;-28;1;0;0;1;0;1;1;0;0;0;1;0;0;808;0;
579;286;65;-170;-22;1;0;0;1;0;1;1;0;0;0;1;0;0;839;0;
579;286;66;-163;-19;1;0;0;1;0;1;1;0;0;0;1;0;0;870;0;
579;286;64;-159;-16;1;0;0;1;0;1;1;0;0;0;1;0;0;901;0;
579;286;65;-152;-14;1;0;0;1;0;1;1;0;0;0;1;0;0;932;0;
579;286;64;-148;-14;1;0;0;1;0;1;1;0;0;0;1;0;0;963;0;
579;286;64;-142;-12;1;0;0;1;0;1;1;0;0;0;1;0;0;994;0;
579;286;65;-138;-10;1;0;0;1;0;1;1;0;0;0;1;0;0;1025;0;
579;286;67;-133;-10;1;0;0;1;0;1;1;0;0;0;1;0;0;1056;0;
579;286;63;-129;-7;1;0;0;1;0;1;1;0;0;0;1;0;0;1087;0;
579;286;65;-124;-3;1;0;0;1;0;1;1;0;0;0;1;0;0;1118;0;
579;286;65;-118;-3;1;0;0;1;0;1;1;0;0;0;1;0;0;1149;0;
579;286;65;-114;-2;1;0;0;1;0;1;1;0;0;0;1;0;0;1180;0;
579;286;65;-105;2;1;0;0;1;0;1;1;0;0;0;1;0;0;1211;0;
579;286;65;-96;5;1;0;0;1;0;1;1;0;0;0;1;0;0;1242;0;
579;286;64;-90;20;1;0;0;1;0;1;1;0;0;0;1;0;0;1273;0;
579;286;67;-79;69;1;0;0;1;0;1;1;0;0;0;1;0;0;1304;0;
579;286;65;-84;135;1;1;1;0;0;1;1;0;0;0;1;23;0;0;0;
579;286;65;-94;153;1;1;1;0;0;1;1;0;0;0;1;54;0;0;0;
579;286;65;-95;126;1;1;1;0;0;1;1;0;0;0;1;85;0;0;0;
579;286;65;-92;80;1;1;1;0;0;1;1;0;0;0;1;116;0;0;0;
579;286;65;-89;33;1;1;1;0;0;1;1;0;0;0;1;147;0;0;0;
579;286;66;-84;1;1;1;1;0;0;1;1;0;0;0;1;178;0;0;0;
579;286;66;-80;-13;1;1;1;0;0;1;1;0;0;0;1;209;0;0;0;
579;286;66;-80;-18;1;1;1;0;0;1;1;0;0;0;1;240;0;0;0;
579;286;65;-76;-24;1;1;1;0;0;1;1;0;0;0;1;271;0;0;0;
579;286;66;-77;-35;1;1;1;0;0;1;1;0;0;0;1;302;0;0;0;
579;286;65;-75;-48;1;1;1;0;0;1;1;0;0;0;1;333;0;0;0;
579;286;66;-77;-67;1;1;1;0;0;1;1;0;0;0;1;364;0;0;0;
