579;286;124;-24;-15;4;1;1;0;0;1;2;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;
579;286;122;-30;-16;1;1;1;0;0;1;2;0;0;0;2;34;0;0;0;0;0;0;0;0;0;0;
579;286;121;-31;-24;1;1;1;0;0;1;2;2;0;0;2;65;0;0;0;0;0;0;0;0;0;0;
579;286;124;-34;-30;1;1;1;0;0;1;2;2;0;0;2;96;0;0;0;31;0;0;0;0;0;0;
579;286;126;-35;-38;1;1;1;0;0;1;2;2;0;0;2;127;0;0;0;62;0;0;0;0;0;0;
579;286;123;-37;-47;1;1;1;0;0;1;2;2;0;0;2;158;0;0;0;93;0;0;0;0;0;0;
579;286;123;-40;-52;1;1;1;0;0;1;2;2;0;0;2;189;0;0;0;124;0;0;0;0;0;0;
579;286;124;-40;-55;1;1;1;0;0;1;2;2;0;0;2;220;0;0;0;155;0;0;0;0;0;0;
579;286;125;-40;-58;1;1;1;0;0;1;2;2;0;0;2;251;0;0;0;186;0;0;0;0;0;0;
579;286;125;-43;-63;1;1;1;0;0;1;2;2;0;0;2;282;0;0;0;217;0;0;0;0;0;0;
579;286;126;-44;-68;1;1;1;0;0;1;2;2;0;0;2;313;0;0;0;248;0;0;0;0;0;0;
579;286;123;-45;-73;1;1;1;0;0;1;2;2;0;0;2;344;0;0;0;279;0;0;0;0;0;0;
579;286;124;-47;-74;1;1;1;0;0;1;2;2;0;0;2;375;0;0;0;310;0;0;0;0;0;0;
579;286;125;-47;-77;1;1;1;0;0;1;2;2;0;0;2;406;0;0;0;341;0;0;0;0;0;0;
579;286;127;-48;-80;1;1;1;0;0;1;2;2;0;0;2;437;0;0;0;372;0;0;0;0;0;0;
579;286;124;-50;-82;1;1;1;0;0;1;2;2;0;0;2;468;0;0;0;403;0;0;0;0;0;0;
579;286;122;-53;-86;1;1;1;0;0;1;2;2;0;0;2;499;0;0;0;434;0;0;0;0;0;0;
579;286;123;-54;-87;1;1;1;0;0;1;2;2;0;0;2;530;0;0;0;465;0;0;0;0;0;0;
579;286;124;-53;-89;1;1;1;0;0;1;2;2;0;0;2;561;0;0;0;496;0;0;0;0;0;0;
579;286;125;-55;-90;1;1;1;0;0;1;2;2;0;0;2;592;0;0;0;527;0;0;0;0;0;0;
579;286;124;-57;-93;1;1;1;0;0;1;2;2;0;0;2;623;0;0;0;558;0;0;0;0;0;0;
579;286;123;-60;-96;1;1;1;0;0;1;2;2;0;0;2;654;0;0;0;589;0;0;0;0;0;0;
579;286;123;-59;-100;1;1;1;0;0;1;2;2;0;0;2;685;0;0;0;620;0;0;0;0;0;0;
579;286;125;-60;-103;1;1;1;0;0;1;2;2;0;0;2;716;0;0;0;651;0;0;0;0;0;0;
579;286;126;-62;-106;1;1;1;0;0;1;2;2;0;0;2;747;0;0;0;682;0;0;0;0;0;0;
