579;286;85;-90;-60;4;1;1;0;0;1;2;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;
579;286;84;-90;-70;1;1;1;0;0;1;2;0;0;0;2;34;0;0;0;0;0;0;0;0;0;0;
579;286;84;-92;-91;1;1;1;0;0;1;2;0;0;0;2;65;0;0;0;0;0;0;0;0;0;0;
579;286;85;-92;-101;1;1;1;0;0;1;2;0;0;0;2;96;0;0;0;0;0;0;0;0;0;0;
579;286;86;-93;-108;1;1;1;0;0;1;2;0;0;0;2;127;0;0;0;0;0;0;0;0;0;0;
579;286;86;-94;-116;1;1;1;0;0;1;2;0;0;0;2;158;0;0;0;0;0;0;0;0;0;0;
579;286;84;-96;-122;1;1;1;0;0;1;2;0;0;0;2;189;0;0;0;0;0;0;0;0;0;0;
579;286;84;-96;-126;1;1;1;0;0;1;2;0;0;0;2;220;0;0;0;0;0;0;0;0;0;0;
579;286;84;-98;-132;1;1;1;0;0;1;2;0;0;0;2;251;0;0;0;0;0;0;0;0;0;0;
579;286;85;-99;-137;1;1;1;0;0;1;2;0;0;0;2;282;0;0;0;0;0;0;0;0;0;0;
579;286;85;-100;-143;1;1;1;0;0;1;2;0;0;0;2;313;0;0;0;0;0;0;0;0;0;0;
579;286;82;-103;-146;1;1;1;0;0;1;2;0;0;0;2;344;0;0;0;0;0;0;0;0;0;0;
579;286;84;-105;-147;1;1;1;0;0;1;2;0;0;0;2;375;0;0;0;0;0;0;0;0;0;0;
579;286;83;-106;-150;1;1;1;0;0;1;2;0;0;0;2;406;0;0;0;0;0;0;0;0;0;0;
579;286;84;-107;-154;1;1;1;0;0;1;2;0;0;0;2;437;0;0;0;0;0;0;0;0;0;0;
579;286;85;-110;-155;1;1;1;0;0;1;2;0;0;0;2;468;0;0;0;0;0;0;0;0;0;0;
579;286;81;-112;-160;1;1;1;0;0;1;2;0;0;0;2;499;0;0;0;0;0;0;0;0;0;0;
579;286;81;-114;-160;1;1;1;0;0;1;2;0;0;0;2;530;0;0;0;0;0;0;0;0;0;0;
579;286;81;-114;-162;1;1;1;0;0;1;2;0;0;0;2;561;0;0;0;0;0;0;0;0;0;0;
579;286;84;-114;-164;1;1;1;0;0;1;2;0;0;0;2;592;0;0;0;0;0;0;0;0;0;0;
579;286;81;-117;-166;1;1;1;0;0;1;2;0;0;0;2;623;0;0;0;0;0;0;0;0;0;0;
579;286;80;-118;-167;1;1;1;0;0;1;2;0;0;0;2;654;0;0;0;0;0;0;0;0;0;0;
579;286;80;-120;-168;1;1;1;0;0;1;2;0;0;0;2;685;0;0;0;0;0;0;0;0;0;0;
579;286;83;-120;-168;1;1;1;0;0;1;2;0;0;0;2;716;0;0;0;0;0;0;0;0;0;0;
579;286;80;-120;-170;1;1;1;0;0;1;2;0;0;0;2;747;0;0;0;0;0;0;0;0;0;0;
579;286;79;-122;-170;1;1;1;0;0;1;2;0;0;0;2;778;0;0;0;0;0;0;0;0;0;0;
579;286;76;-122;-171;1;1;1;0;0;1;2;0;0;0;2;809;0;0;0;0;0;0;0;0;0;0;
579;286;80;-125;-173;1;1;1;0;0;1;2;0;0;0;2;840;0;0;0;0;0;0;0;0;0;0;
579;286;79;-124;-173;1;1;1;0;0;1;1;0;0;0;2;871;0;0;0;0;0;0;0;0;0;0;
579;286;79;-126;-175;1;1;1;0;0;1;1;0;0;0;2;902;0;0;0;0;0;0;0;0;0;0;
579;286;75;-128;-175;1;1;1;0;0;1;1;0;0;0;2;933;0;0;0;0;0;0;0;0;0;0;
579;286;75;-128;-178;1;1;1;0;0;1;1;0;0;0;2;964;0;0;0;0;0;0;0;0;0;0;
579;286;76;-130;-178;1;1;1;0;0;1;1;0;0;0;2;995;0;0;0;0;0;0;0;0;0;0;
579;286;77;-129;-178;1;1;1;0;0;1;1;0;0;0;2;1026;0;0;0;0;0;0;0;0;0;0;
579;286;75;-130;-179;1;1;1;0;0;1;1;0;0;0;2;1057;0;0;0;0;0;0;0;0;0;0;
579;286;76;-132;-181;1;1;1;0;0;1;1;0;0;0;2;1088;0;0;0;0;0;0;0;0;0;0;
579;286;74;-133;-183;1;1;1;0;0;1;1;0;0;0;2;1119;0;0;0;0;0;0;0;0;0;0;
579;286;75;-133;-184;1;1;1;0;0;1;1;0;0;0;2;1150;0;0;0;0;0;0;0;0;0;0;
579;286;74;-134;-185;1;1;1;0;0;1;1;0;0;0;2;1181;0;0;0;0;0;0;0;0;0;0;
