541;309;36;-192;-184;2;0;0;0;0;1;1;0;0;0;0;437;0;0;0;0;0;
541;309;33;-191;-185;2;0;0;0;0;1;1;0;0;0;0;468;0;0;0;0;0;
541;309;32;-193;-185;2;0;0;0;0;1;1;0;0;0;0;499;0;0;0;0;0;
541;309;35;-191;-184;2;0;0;0;0;1;1;0;0;0;0;530;0;0;0;0;0;
541;309;35;-190;-183;2;0;0;0;0;1;1;0;0;0;0;561;0;0;0;0;0;
541;309;34;-189;-184;2;0;0;0;0;1;1;0;0;0;0;592;0;0;0;0;0;
541;309;34;-190;-184;2;0;0;0;0;1;1;0;0;0;0;623;0;0;0;0;0;
541;309;34;-190;-184;2;0;0;0;0;1;1;0;0;0;0;654;0;0;0;0;0;
541;309;35;-188;-184;2;0;0;0;0;1;1;0;0;0;0;685;0;0;0;0;0;
541;309;35;-188;-182;2;0;0;0;0;1;1;0;0;0;0;716;0;0;0;0;0;
541;309;35;-188;-182;2;0;0;0;0;1;1;0;0;0;0;747;0;0;0;0;0;
541;309;34;-187;-182;2;0;0;0;0;1;1;0;0;0;0;778;0;0;0;0;0;
541;309;35;-186;-182;2;0;0;0;0;1;1;0;0;0;0;809;0;0;0;0;0;
541;309;36;-186;-182;2;0;0;0;0;1;1;0;0;0;0;840;0;0;0;0;0;
541;309;36;-185;-180;2;0;0;0;0;1;1;0;0;0;0;871;0;0;0;0;0;
541;309;34;-185;-180;2;0;0;0;0;1;1;0;0;0;0;902;0;0;0;0;0;
541;309;35;-185;-181;2;0;0;0;0;1;1;0;0;0;0;933;0;0;0;0;0;
541;309;39;-185;-181;2;0;0;0;0;1;1;0;0;0;0;964;0;0;0;0;0;
541;309;35;-184;-180;2;0;0;0;0;1;1;0;0;0;0;995;0;0;0;0;0;
541;309;36;-183;-179;2;0;0;0;0;1;1;0;0;0;0;1026;0;0;0;0;0;
541;309;39;-184;-179;2;0;0;0;0;1;1;0;0;0;0;1057;0;0;0;0;0;
541;309;35;-183;-180;2;0;0;0;0;1;1;0;0;0;0;1088;0;0;0;0;0;
541;309;35;-182;-180;2;0;0;0;0;1;1;0;0;0;0;1119;0;0;0;0;0;
541;309;36;-182;-179;2;0;0;0;0;1;1;0;0;0;0;1150;0;0;0;0;0;
541;309;36;-180;-178;2;0;0;0;0;1;1;0;0;0;0;1181;0;0;0;0;0;
541;309;37;-181;-178;2;0;0;0;0;1;1;0;0;0;0;1212;0;0;0;0;0;
541;309;35;-181;-179;2;0;0;0;0;1;1;0;0;0;0;1243;0;0;0;0;0;
541;309;36;-180;-177;2;0;0;0;0;1;1;0;0;0;0;1274;0;0;0;0;0;
541;309;38;-179;-177;2;0;0;0;0;1;1;0;0;0;0;1305;0;0;0;0;0;
541;309;40;-178;-175;2;0;0;0;0;1;1;0;0;0;0;1336;0;0;0;0;0;
541;309;38;-178;-175;2;0;0;0;0;1;1;0;0;0;0;1367;0;0;0;0;0;
541;309;36;-178;-176;2;0;0;0;0;1;1;0;0;0;0;1398;0;0;0;0;0;
541;309;37;-177;-175;2;0;0;0;0;1;1;0;0;0;0;1429;0;0;0;0;0;
541;309;39;-176;-175;2;0;0;0;0;1;1;0;0;0;0;1460;0;0;0;0;0;
541;309;39;-176;-174;2;0;0;0;0;1;1;0;0;0;0;1491;0;0;0;0;0;
541;309;37;-177;-175;2;0;0;0;0;1;1;0;0;0;0;1522;0;0;0;0;0;
541;309;37;-176;-174;2;0;0;0;0;1;1;0;0;0;0;1553;0;0;0;0;0;
541;309;39;-175;-175;2;0;0;0;0;1;1;0;0;0;0;1584;0;0;0;0;0;
541;309;39;-174;-173;2;0;0;0;0;1;1;0;0;0;0;1615;0;0;0;0;0;
541;309;39;-175;-172;2;0;0;0;0;1;1;0;0;0;0;1646;0;0;0;0;0;
541;309;39;-175;-174;2;0;0;0;0;1;1;0;0;0;0;1677;0;0;0;0;0;
541;309;38;-175;-174;2;0;0;0;0;1;1;0;0;0;0;1708;0;0;0;0;0;
541;309;39;-174;-172;2;0;0;0;0;1;1;0;0;0;0;1739;0;0;0;0;0;
541;309;40;-172;-171;2;0;0;0;0;1;1;0;0;0;0;1770;0;0;0;0;0;
541;309;40;-172;-170;2;0;0;0;0;1;1;0;0;0;0;1801;0;0;0;0;0;
541;309;38;-173;-170;2;0;0;0;0;1;1;0;0;0;0;1832;0;0;0;0;0;
541;309;38;-172;-171;2;0;0;0;0;1;1;0;0;0;0;1863;0;0;0;0;0;
541;309;40;-172;-170;2;0;0;0;0;1;1;0;0;0;0;1894;0;0;0;0;0;
541;309;40;-170;-169;2;0;0;0;0;1;1;0;0;0;0;1925;0;0;0;0;0;
541;309;40;-170;-169;2;0;0;0;0;1;1;0;0;0;0;1956;0;0;0;0;0;
541;309;38;-170;-169;2;0;0;0;0;1;1;0;0;0;0;1987;0;0;0;0;0;
541;309;39;-170;-169;2;0;0;0;0;1;1;0;0;0;0;2018;0;0;0;0;0;
541;309;40;-169;-169;2;0;0;0;0;1;1;0;0;0;0;2049;0;0;0;0;0;
541;309;41;-168;-167;2;0;0;0;0;1;1;0;0;0;0;2080;0;0;0;0;0;
541;309;40;-168;-167;2;0;0;0;0;1;1;0;0;0;0;2111;0;0;0;0;0;
541;309;39;-169;-168;2;0;0;0;0;1;1;0;0;0;0;2142;0;0;0;0;0;
541;309;40;-169;-167;1;1;1;0;0;1;1;0;0;0;0;2173;0;0;0;0;0;
541;309;41;-165;-175;1;1;1;0;0;1;1;0;0;0;0;2204;0;0;0;0;0;
541;309;40;-166;-190;1;1;1;0;0;1;1;0;0;0;0;2235;0;0;0;0;0;
541;309;41;-167;-197;1;1;1;0;0;1;1;0;0;0;0;2266;0;0;0;0;0;
