579;309;109;-90;-75;1;1;1;0;0;1;2;0;0;0;2;34;0;0;0;0;0;0;
579;309;110;-91;-94;1;1;1;0;0;1;2;0;0;0;2;65;0;0;0;0;0;0;
579;309;110;-90;-104;1;1;1;0;0;1;2;0;0;0;2;96;0;0;0;0;0;0;
579;309;112;-91;-110;1;1;1;0;0;1;2;0;0;0;2;127;0;0;0;0;0;0;
579;309;111;-93;-119;1;1;1;0;0;1;2;0;0;0;2;158;0;0;0;0;0;0;
579;309;110;-95;-125;1;1;1;0;0;1;2;0;0;0;2;189;0;0;0;0;0;0;
579;309;110;-95;-130;1;1;1;0;0;1;2;0;0;0;2;220;0;0;0;0;0;0;
579;309;111;-96;-134;1;1;1;0;0;1;2;0;0;0;2;251;0;0;0;0;0;0;
579;309;112;-98;-138;1;1;1;0;0;1;2;0;0;0;2;282;0;0;0;0;0;0;
579;309;111;-100;-143;1;1;1;0;0;1;2;0;0;0;2;313;0;0;0;0;0;0;
579;309;109;-101;-147;1;1;1;0;0;1;2;0;0;0;2;344;0;0;0;0;0;0;
579;309;110;-102;-149;1;1;1;0;0;1;2;0;0;0;2;375;0;0;0;0;0;0;
579;309;110;-103;-150;1;1;1;0;0;1;2;0;0;0;2;406;0;0;0;0;0;0;
579;309;112;-104;-151;1;1;1;0;0;1;2;0;0;0;2;437;0;0;0;0;0;0;
579;309;111;-106;-152;1;1;1;0;0;1;2;0;0;0;2;468;0;0;0;0;0;0;
579;309;110;-108;-155;1;1;1;0;0;1;2;0;0;0;2;499;0;0;0;0;0;0;
579;309;111;-109;-155;1;1;1;0;0;1;2;0;0;0;2;530;0;0;0;0;0;0;
579;309;111;-109;-155;1;1;1;0;0;1;2;0;0;0;2;561;0;0;0;0;0;0;
579;309;113;-111;-156;1;1;1;0;0;1;2;0;0;0;2;592;0;0;0;0;0;0;
579;309;111;-112;-157;1;1;1;0;0;1;2;0;0;0;2;623;0;0;0;0;0;0;
579;309;111;-113;-159;1;1;1;0;0;1;2;0;0;0;2;654;0;0;0;0;0;0;
579;309;109;-114;-159;1;1;1;0;0;1;2;0;0;0;2;685;0;0;0;0;0;0;
579;309;114;-114;-159;1;1;1;0;0;1;2;0;0;0;2;716;0;0;0;0;0;0;
579;309;111;-115;-159;1;1;1;0;0;1;2;0;0;0;2;747;0;0;0;0;0;0;
579;309;111;-117;-160;1;1;1;0;0;1;2;0;0;0;2;778;0;0;0;0;0;0;
579;309;110;-117;-161;1;1;1;0;0;1;2;0;0;0;2;809;0;0;0;0;0;0;
579;309;110;-117;-161;1;1;1;0;0;1;2;0;0;0;2;840;0;0;0;0;0;0;
579;309;112;-117;-161;1;1;1;0;0;1;2;0;0;0;2;871;0;0;0;0;0;0;
579;309;113;-117;-162;1;1;1;0;0;1;2;0;0;0;2;902;0;0;0;0;0;0;
579;309;111;-120;-164;1;1;1;0;0;1;2;0;0;0;2;933;0;0;0;0;0;0;
579;309;110;-121;-166;1;1;1;0;0;1;2;0;0;0;2;964;0;0;0;0;0;0;
579;309;111;-120;-166;1;1;1;0;0;1;2;0;0;0;2;995;0;0;0;0;0;0;
579;309;113;-121;-166;1;1;1;0;0;1;2;0;0;0;2;1026;0;0;0;0;0;0;
579;309;111;-121;-166;1;1;1;0;0;1;2;0;0;0;2;1057;0;0;0;0;0;0;
579;309;110;-122;-166;1;1;1;0;0;1;2;0;0;0;2;1088;0;0;0;0;0;0;
579;309;110;-122;-169;1;1;1;0;0;1;2;0;0;0;2;1119;0;0;0;0;0;0;
579;309;111;-123;-170;1;1;1;0;0;1;2;0;0;0;2;1150;0;0;0;0;0;0;
579;309;114;-123;-170;1;1;1;0;0;1;2;0;0;0;2;1181;0;0;0;0;0;0;
579;309;114;-125;-172;1;1;1;0;0;1;2;0;0;0;2;1212;0;0;0;0;0;0;
579;309;108;-125;-173;1;1;1;0;0;1;2;0;0;0;2;1243;0;0;0;0;0;0;
579;309;110;-125;-173;1;1;1;0;0;1;1;0;0;0;2;1274;0;0;0;0;0;0;
