579;286;53;-287;-274;2;0;0;0;0;1;1;0;0;0;0;34;0;0;0;0;
579;286;55;-286;-274;2;0;0;0;0;1;1;0;0;0;0;65;0;0;0;0;
579;286;55;-288;-276;2;0;0;0;0;1;1;0;0;0;0;96;0;0;0;0;
579;286;55;-287;-275;2;0;0;0;0;1;1;0;0;0;0;127;0;0;0;0;
579;286;55;-284;-273;2;0;0;0;0;1;1;0;0;0;0;158;0;0;0;0;
579;286;53;-287;-275;2;0;0;0;0;1;1;0;0;0;0;189;0;0;0;0;
579;286;53;-285;-273;2;0;0;0;0;1;1;0;0;0;0;220;0;0;0;0;
579;286;56;-282;-270;2;0;0;0;0;1;1;0;0;0;0;251;0;0;0;0;
579;286;54;-284;-273;2;0;0;0;0;1;1;0;0;0;0;282;0;0;0;0;
579;286;55;-285;-272;2;0;0;0;0;1;1;0;0;0;0;313;0;0;0;0;
579;286;56;-284;-273;2;0;0;0;0;1;1;0;0;0;0;344;0;0;0;0;
579;286;55;-280;-269;2;0;0;0;0;1;1;0;0;0;0;375;0;0;0;0;
579;286;54;-284;-272;2;0;0;0;0;1;1;0;0;0;0;406;0;0;0;0;
579;286;55;-283;-272;2;0;0;0;0;1;1;0;0;0;0;437;0;0;0;0;
579;286;57;-280;-269;2;0;0;0;0;1;1;0;0;0;0;468;0;0;0;0;
579;286;56;-280;-269;2;0;0;0;0;1;1;0;0;0;0;499;0;0;0;0;
579;286;55;-280;-269;2;0;0;0;0;1;1;0;0;0;0;530;0;0;0;0;
579;286;55;-280;-268;2;0;0;0;0;1;1;0;0;0;0;561;0;0;0;0;
579;286;55;-278;-268;2;0;0;0;0;1;1;0;0;0;0;592;0;0;0;0;
579;286;59;-277;-267;2;0;0;0;0;1;1;0;0;0;0;623;0;0;0;0;
579;286;56;-277;-267;2;0;0;0;0;1;1;0;0;0;0;654;0;0;0;0;
579;286;56;-274;-263;2;0;0;0;0;1;1;0;0;0;0;685;0;0;0;0;
579;286;56;-276;-266;2;0;0;0;0;1;1;0;0;0;0;716;0;0;0;0;
579;286;58;-276;-265;2;0;0;0;0;1;1;0;0;0;0;747;0;0;0;0;
579;286;58;-272;-263;2;0;0;0;0;1;1;0;0;0;0;778;0;0;0;0;
579;286;60;-270;-262;2;0;0;0;0;1;1;0;0;0;0;809;0;0;0;0;
579;286;57;-272;-263;2;0;0;0;0;1;1;0;0;0;0;840;0;0;0;0;
579;286;60;-272;-263;2;0;0;0;0;1;1;0;0;0;0;871;0;0;0;0;
579;286;58;-270;-262;2;0;0;0;0;1;1;0;0;0;0;902;0;0;0;0;
579;286;60;-268;-260;2;0;0;0;0;1;1;0;0;0;0;933;0;0;0;0;
579;286;58;-269;-260;2;0;0;0;0;1;1;0;0;0;0;964;0;0;0;0;
579;286;57;-268;-260;2;0;0;0;0;1;1;0;0;0;0;995;0;0;0;0;
579;286;59;-269;-262;2;0;0;0;0;1;1;0;0;0;0;1026;0;0;0;0;
579;286;58;-268;-260;2;0;0;0;0;1;1;0;0;0;0;1057;0;0;0;0;
579;286;60;-265;-258;2;0;0;0;0;1;1;0;0;0;0;1088;0;0;0;0;
579;286;59;-266;-258;2;0;0;0;0;1;1;0;0;0;0;1119;0;0;0;0;
579;286;58;-265;-257;2;0;0;0;0;1;1;0;0;0;0;1150;0;0;0;0;
579;286;60;-264;-256;2;0;0;0;0;1;1;0;0;0;0;1181;0;0;0;0;
579;286;61;-264;-257;2;0;0;0;0;1;1;0;0;0;0;1212;0;0;0;0;
579;286;60;-264;-257;2;0;0;0;0;1;1;0;0;0;0;1243;0;0;0;0;
579;286;61;-264;-257;2;0;0;0;0;1;1;0;0;0;0;1274;0;0;0;0;
579;286;59;-264;-256;2;0;0;0;0;1;1;0;0;0;0;1305;0;0;0;0;
579;286;61;-259;-254;2;0;0;0;0;1;1;0;0;0;0;1336;0;0;0;0;
579;286;60;-260;-254;2;0;0;0;0;1;1;0;0;0;0;1367;0;0;0;0;
579;286;60;-259;-253;2;0;0;0;0;1;1;0;0;0;0;1398;0;0;0;0;
579;286;60;-262;-255;2;0;0;0;0;1;1;0;0;0;0;1429;0;0;0;0;
579;286;60;-260;-254;2;0;0;0;0;1;1;0;0;0;0;1460;0;0;0;0;
579;286;60;-259;-253;2;0;0;0;0;1;1;0;0;0;0;1491;0;0;0;0;
579;286;62;-259;-253;2;0;0;0;0;1;1;0;0;0;0;1522;0;0;0;0;
579;286;60;-256;-251;2;0;0;0;0;1;1;0;0;0;0;1553;0;0;0;0;
579;286;60;-258;-253;2;0;0;0;0;1;1;0;0;0;0;1584;0;0;0;0;
579;286;60;-257;-252;2;0;0;0;0;1;1;0;0;0;0;1615;0;0;0;0;
579;286;60;-255;-249;2;0;0;0;0;1;1;0;0;0;0;1646;0;0;0;0;
579;286;60;-253;-249;2;0;0;0;0;1;1;0;0;0;0;1677;0;0;0;0;
579;286;61;-256;-251;2;0;0;0;0;1;1;0;0;0;0;1708;0;0;0;0;
579;286;62;-253;-248;2;0;0;0;0;1;1;0;0;0;0;1739;0;0;0;0;
579;286;63;-254;-250;2;0;0;0;0;1;1;0;0;0;0;1770;0;0;0;0;
579;286;65;-253;-249;2;0;0;0;0;1;1;0;0;0;0;1801;0;0;0;0;
579;286;64;-251;-247;2;0;0;0;0;1;1;0;0;0;0;1832;0;0;0;0;
579;286;61;-253;-249;2;0;0;0;0;1;1;0;0;0;0;1863;0;0;0;0;
579;286;67;-250;-246;2;0;0;0;0;1;1;0;0;0;0;1894;0;0;0;0;
579;286;67;-248;-245;2;0;0;0;0;1;1;0;0;0;0;1925;0;0;0;0;
579;286;61;-252;-247;2;0;0;0;0;1;1;0;0;0;0;1956;0;0;0;0;
579;286;64;-251;-246;2;0;0;0;0;1;1;0;0;0;0;1987;0;0;0;0;
579;286;64;-249;-246;2;0;0;0;0;1;1;0;0;0;0;2018;0;0;0;0;
579;286;67;-247;-244;2;0;0;0;0;1;1;0;0;0;0;2049;0;0;0;0;
579;286;67;-246;-243;2;0;0;0;0;1;1;0;0;0;0;2080;0;0;0;0;
579;286;67;-244;-241;2;0;0;0;0;1;1;0;0;0;0;2111;0;0;0;0;
